talkid;name;role;bio
7db191a01afb96b1dedce23317059ab8;Janet Kuo;Software Engineer, Google;Janet is a Software Engineer for Google Cloud. She joined the Kubernetes project before the 1.0 launch in 2015. She is the owner of Kubernetes workload APIs and an active SIG Apps contributor. She enjoys speaking at conferences and meetups about Kubernetes and has delivered talks... Read More →
d01a5fee0c2b3beca8164d906377b05c;Cornelia Davis;Vice President, Technology, Pivotal;Cornelia Davis is Vice President of Technology at Pivotal, where she works on the technology strategy for both Pivotal and for Pivotal customers. Currently she is working on ways to bring the various cloud-computing models of Infrastructure as a Service, Application as a Service... Read More →
31aec0b9f14acda3e39b03d42e77e299;Greg DeArment;Head of Infrastructure, Palantir Technologies;Greg is responsible for building the systems used to run, manage, and monitor Palantir's Foundry and Gotham platforms. This includes managed cloud hosting environments, configuration, and continuous integration / continuous deployment (CI/CD) and telemetry infrastructure. Over the... Read More →
31aec0b9f14acda3e39b03d42e77e299;Vlad Ungureanu;Tech Lead, Deployment Infrastructure, Palantir Technologies;as Tech Lead, Vlad is responsible for Palantir's product Kubernetes infrastructure. His main focus areas are node lifecycle, network infrastructure, and the container runtime. Before that, Vlad was a tech lead on Palantir's Developer Tools team where he helped increase developer productivity... Read More →
32f3460e62f9ab93efaf867f150d5245;James Munnelly;Solutions Engineer, Jetstack.io;James is a Solutions Engineer at Jetstack, which involves helping customers bend and break Kubernetes to their will. |  He helps maintain a number of extensions to Kubernetes, including cert-manager (a Kubernetes native x509 certificates platform), kubernetes-sigs/kind (Kubernetes-in-Docker... Read More →
32f3460e62f9ab93efaf867f150d5245;Benjamin Elder;Software Engineer, Google;Ben first worked on Kubernetes around the 1.0 launch, implementing the initial version of the iptables kube-proxy for Google Summer of Code 2015. |  He later started working full time on Kubernetes in the summer of 2017, focusing on the test-infra, local clusters, build, and test... Read More →
4b3d7914cf9d9762e772957c8cbb3b7d;Paris Pittman;Kubernetes OSS Strategy, Google;Paris is a Developer Relations Program Manager on Google Cloud's Open Source Strategy team focusing on the Kubernetes Community. She is a co-chair of the special interest group for Contributor Experience and an organizer of Bay Area Kubernetes Meetup with 4,000 members. She has 14... Read More →
d10627ee347d505afb21ed38c1ea33dd;Madhukar Korupolu;Distinguished Engineer, NVIDIA;Madhukar is an architect at NVIDIA working on GPU clusters for internal AI and HPC workloads. Prior stints include Google, IBM and Akamai with interests and contributions in the areas of Distributed Systems, Cloud computing, Borg, K8s, AI / ML / Analytics etc. He holds a BTech in... Read More →
86375119b867f33ffc07073154f71953;Jason DeTiberus;Senior Member of Technical Staff, VMWare;Jason is a contributor to SIG Cluster Lifecycle, mainly focusing on Cluster API these days. He has been involved with building tooling for installing and managing Kubernetes clusters for over 4 years. Having been involved with building and supporting multiple Kubernetes installers... Read More →
86375119b867f33ffc07073154f71953;Hardik Dodiya;Software Developer, SAP, Gardener Team;Hardik is a cloud-native enthusiast starting his journey with Kubernetes since 0.X version. He has been involved in different areas such as storage, networking, cluster lifecycle, and baremetal-installations. Hardik is an active member at Cluster API, a subproject of SIG Cluster-lifecycle... Read More →
30a529ffee3785c72805e2aff483cf77;Lizan Zhou;Founding Engineer, Tetrate;Lizan Zhou is a Founding Engineer at Tetrate leading traffic management. He is a senior maintainer of Envoy and one of core contributors of Istio. Previously he was working at Google Cloud, during his time at Google he worked on security and networking on Istio and Cloud Endpoints... Read More →
97de876d91963de8c25bf9161f743c2c;Frederic Branczyk;Software Engineer, Red Hat;Frederic is an engineer at Red Hat (previously CoreOS) contributing to Prometheus and Kubernetes to build state of the art modern infrastructure and monitoring tools. He discovered his interest in monitoring tools and distributed systems in his previous jobs, where he used machine... Read More →
97de876d91963de8c25bf9161f743c2c;Andrew Seigner;Software Engineer, Buoyant;"Andrew Seigner is a Software Engineer at Buoyant, the makers of Linkerd. Andrew's current focus has been on observability and telemetry in Buoyant's next-generation service mesh, Linkerd 2.0. Andrew previously gave a ""Linkerd 2.0, Now with Extra Prometheus"" talk at Kubecon NA 2018... Read More →"
ba7d3cdfa64a672fb7fb096f48dd0b1e;Xin Ma;Principal Cloud Engineer, eBay;Lead cloud engineer with focus on devops and automation, OS and Kernel, performance, Container runtime, Kubernetes deployment and operations. Currently a member in the eBay Kubernetes team building and automating the eBay fleet with Kubnernetes. Before that Xin was in the eBay cloud... Read More →
705bfd07d06d35620de1ee452262e4be;Andreea Florescu;Software Engineer, Amazon;I am a software engineer with the Amazon Web Services Firecracker team. I am passionate about open source and, beyond Firecracker, I am also contributing to a virtualization community effort to create a shared set of Rust-based virtual machine monitor components
705bfd07d06d35620de1ee452262e4be;Samuel Ortiz;Principal Software Engineer, Intel;I work at the Intel Open Source Technology Center where I spend my time playing with containers, virtual machines, hypervisors and orchestrators. |  Although I am currently contributing to Kata Containers, CRI-O, QEMU, NEMU and rust-vmm, I used to work on obscure networking protocols... Read More →
61992fa7e1f67013c2556356426d96a3;Liz Rice;Technology Evangelist, Aqua Security;Liz Rice is the Technology Evangelist with container security specialists Aqua Security, where she works on container-related open source projects. She was Co-Chair of KubeCon + CloudNativeCon 2018 in Copenhagen, Shanghai & Seattle. |   |  She has a wealth of software development... Read More →
020e1f194350f947a76ce4509ec0ee82;Ewan Slater;Cloud Architect, Oracle;I started out as a research scientist and then drifted into IT. |   |  These days I’m an architect in Oracle’s EMEA Technology Cloud Team, have over twenty years experience in the technology industry and a lot less hair. |   |  I joined Oracle when they acquired Thor Technology... Read More →
978f002274d71f0287d2b94c914cdb39;Granville Schmidt;Site Reliability Lead, Aspen Mesh;Granville Schmidt is the Site Reliability Lead at Aspen Mesh, where he works at the intersection of site reliability, security, and compliance. He has served as an Information Security Officer, Chief Technology Officer, and Principal Architect. By day, you can likely find him building... Read More →
b09d9888da26bc92c30d76e72f09bd09;Cheryl Hung;Director of Ecosystem, CNCF;Cheryl Hung is the Director of Ecosystem at the CNCF. Her mission is to increase the adoption of Kubernetes and cloud native by growing the community and advocating for end users. She founded and runs the Cloud Native London meetup. |   |  Previously Cheryl spent five years as a C... Read More →
b09d9888da26bc92c30d76e72f09bd09;Dan Kohn;Executive Director, Cloud Native Computing Foundation;Dan is Executive Director of the Cloud Native Computing Foundation, which sustains and integrates open source technologies like Kubernetes and Prometheus. He also helped create the Linux Foundation's Core Infrastructure Initiative as an industry-wide response to the security vulnerabilities demonstrated by Heartbleed.He previously served as CTO of several startups, including Spreemo, a healthcare marketplace, and Shopbeam, a shoppable ads company. Earlier, he was a general partner at Skymoon Ventures, a seed-stage... Read More →
b09d9888da26bc92c30d76e72f09bd09;Taylor Carpenter;Partner, Vulk Coop;Partner at Vulk Cooperative - http://vulk.coop | Project Lead cncf.ci + CNF Testbed. OpenSource advocate. OpsDev geek. Elixir and Ruby programmer. Proponent of improving user experience (UX) in all endeavors including group collaboration, end-user applications, developer tools, APIs... Read More →
7a601d32d991dd4bc53508657e54054d;Adnan Abdulhussein;Software Engineer, Bitnami;Adnan Abdulhussein is a Software Engineer at Bitnami, where he works on building tools to make apps easier to run on Kubernetes. He contributes to the Kubernetes community as a co-chair of SIG-Apps and a core maintainer of the Helm project. Adnan is passionate about cloud-native infrastructure... Read More →
2eb9e33a3a72566cbc5eaea7827de796;Nimesh Bhatia;Program Director, IBM;Nimesh Bhatia is program director in IBM’s Open Technology Group, where he leads a team of developers that contributes to Kubernetes, Docker, Cloud Foundry, and other projects. He also provides technical vision and guidance to build solid next-gen open software to drive innovation... Read More →
2eb9e33a3a72566cbc5eaea7827de796;Brad Topol;Distinguished Engineer, IBM;Dr. Brad Topol is an IBM Distinguished Engineer leading efforts focused on Open Technologies and Developer Advocacy. In his current role, Brad leads a development team focused on contributing to and improving Kubernetes. Brad is a Kubernetes contributor, serves as a member of the... Read More →
2eb9e33a3a72566cbc5eaea7827de796;Khalid Ahmed;Distinguished Engineer, IBM;Khalid Ahmed is an STSM, Chief Architect of Infrastructure Software at IBM Platform. He works on the design and architecture of large scale grid and cloud computing systems with focus on scheduling, resource, workload and data management. In over 20 years at industry experience he... Read More →
2eb9e33a3a72566cbc5eaea7827de796;Sahdev Zala;Senior Software Engineer, IBM;Sahdev P. Zala is a Senior Software Engineer in the IBM Digital Business Group Open Technology division. In his current role, Sahdev is focused on contributing to the Kubernetes and etcd upstream development. He is a member of Kubernetes and etcd-io github organization. He is also... Read More →
